TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT
Depth_Sensing,Pearl_Rigel_Test,RIGEL_TO_SOC_IRQ_1MHZ,measure GPIO_RIGEL_TO_SOC_IRQ frequency,clocktest.frequence,10000,GPIO_RIGEL_TO_SOC_IRQ,100,Hz,700000,1300000,,,
Depth_Sensing,Pearl_Rigel_Test,Strobe_TURN_OFF_IOUT4,IOUT4 current out turn off,fixture.sendcmd,10000,pwm output disable(channel1),ACK,,,,,,
Depth_Sensing,Pearl_Rigel_Test,IOUT4_Current_OFF,PP_TITUS_B_ANODE current off,rigelfunction.diags_ntctest,10000,IOUT4_Current_OFF_cmd,,,,,,,
Depth_Sensing,Pearl_Rigel_Test,END_7C_Status,Interrupt latch register 0x7C,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x7C 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_7E_Status,Interrupt latch register 0x7E,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x7E 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_80_Status,Interrupt latch register 0x80,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x80 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_82_Status,Interrupt latch register 0x82,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x82 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_84_Status,Interrupt latch register 0x84,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x84 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_1C_Status,Interrupt latch register 0x1C,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x1C 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_F0_Status,Interrupt latch register 0xF0,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0xF0 1 1,,,0,0,,,
Depth_Sensing,Pearl_Rigel_Test,END_07_Status,Interrupt latch register 0x07,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x07 1 1,,,,,,,
Depth_Sensing,Pearl_Rigel_Test,END_2E_Status,Interrupt latch register 0x2E,dut.diags_parse_dec,10000,camisp --i2cread 3 0x55 0x2E 1 1,,,105,105,,,
Depth_Sensing,Pearl_Rigel_Test,Rigel_NTC_Disconn,disconnect the rigel NTC,relay.relay,10000,TITUS_TO_RIGEL_VCSEL_NTC_CONN,FLOAT,,,,,,
Depth_Sensing,Pearl_Rigel_Test,Camisp_exit,camera ISP exit,dut.diags,50000,camisp --exit,,,,,,,


Sensor,Hall,AOP_DMIC_DISABLE_WARN_L_DEFAULT,get_the_AOP_DMIC_DISABLE_WARN_L to high,dut.diags_parse,10000,socgpio --port 1 --pin 36 --get,,,1,1,,,
Sensor,Hall,GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_DEFAULT,get the GPIO_APANEL_HALL_TO_PMU_IRQ_L high status,dut.diags_parse,10000,pmugpio --pin 11 --get,,,1,1,,,
Sensor,Hall,GPIO_CPANEL_HALL_TO_PMU_IRQ_BUF_L_DEFAULT,get the GPIO_CPANEL_HALL_TO_PMU_IRQ_BUF_L to high,dut.diags_parse,10000,pmugpio --pin 1 --get,,,1,1,,,
Sensor,Hall,GPM_DMIC_DIASBLE_L_DEFAULT,,dmm.dmm,10000000,GPM_DMIC_DIASBLE_L,,mV,1739,1861,,,

Sensor,Hall,Electromagnet_ON,set the electromagnet to south,relay.relay,10000,HALL_CONTROL,SEL_SOUTH,,,,,,
Sensor,Hall,DELAY_500MS_1,delay 500ms,delay.delay,10000,500,,ms,,,,,
Sensor,Hall,GPIO_CPANEL_HALL_TO_PMU_IRQ_BUF_L_Low,get the GPIO_CPANEL_HALL_TO_PMU_IRQ_L to low,dut.diags_parse,10000,pmugpio --pin 1 --get,,,0,0,,,
Sensor,Hall,GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_To_Low,connected GPIO_APANEL_HALL_TO_PMU_IRQ_L to GND,relay.relay,10000,GPIO_APANEL_HALL_TO_PMU_IRQ_L,TO_GND,,,,,,
Sensor,Hall,DELAY_500MS_2,delay 500ms,delay.delay,10000,500,,ms,,,,,
Sensor,Hall,GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_Low,get the GPIO_APANEL_HALL_TO_PMU_IRQ_L low status,dut.diags_parse,10000,pmugpio --pin 11 --get,,,0,0,,,
Sensor,Hall,AOP_DMIC_DISABLE_WARN_L_L,get_the_AOP_DMIC_DISABLE_WARN_L to high,dut.diags_parse,10000,socgpio --port 1 --pin 36 --get,,,0,0,,,
Sensor,Hall,GPM_DMIC_DIASBLE_L_LOW,,dmm.readsmallvolt,10000000,GPM_DMIC_DIASBLE_L,,mV,-3,3,,,

Sensor,Hall,Disable_Electromagnet,disable the electromagnet,relay.relay,10000,HALL_CONTROL,DISCONNECT,,,,,,
Sensor,Hall,GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_To_1V8,connected GPIO_APANEL_HALL_TO_PMU_IRQ_L to 1V8,relay.relay,10000,GPIO_APANEL_HALL_TO_PMU_IRQ_L,TO_1V8,,,,,,
Sensor,Hall,DELAY_500MS_3,delay 500ms,delay.delay,10000,500,,ms,,,,,
Sensor,Hall,GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_High,get the GPIO_APANEL_HALL_TO_PMU_IRQ_L high status,dut.diags_parse,10000,pmugpio --pin 11 --get,,,1,1,,,
Sensor,Hall,GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_TO_DISCONNECT,,relay.relay,10000,GPIO_APANEL_HALL_TO_PMU_IRQ_L,DISCONNECT,,,,,,
PMU,Temp,PPVBUS_USB_CONN _5V,fixture power board ouput 5V to DUT,powerboard.setusbmainvolt,10000,5,,,,,,,
PMU,Temp,TCAL,pmu temperature calibration sensor temp,dut.diags_parse,10000,temperature --dev pmu,,,49,55,,,
PMU,Temp,TJINT,PMU die temperature measurement sensor,dut.parse,10000,TJINT,,C,15,55,,,
PMU,Temp,TDEV1,pmu Device temperature sensor1,dut.parse,10000,TDEV_1,,C,15,55,,,
PMU,Temp,TDEV2,pmu Device temperature sensor2,dut.parse,10000,TDEV_2,,C,15,55,,,
PMU,Temp,TDEV3,pmu Device temperature sensor3,dut.parse,10000,TDEV_3,,C,15,55,,,
PMU,Temp,TDEV4,pmu Device temperature sensor4,dut.parse,10000,TDEV_4,,C,15,55,,,
PMU,Temp,TDEV5,pmu Device temperature sensor5,dut.parse,10000,TDEV_5,,C,15,55,,,
PMU,Temp,TDEV6,pmu Device temperature sensor6,dut.parse,10000,TDEV_6,,C,15,65,,,
PMU,Temp,TDEV7,pmu Device temperature sensor7,dut.parse,10000,TDEV_7,,C,15,55,,,
PMU,Temp,TDEV8,pmu Device temperature sensor8,dut.parse,10000,TDEV_8,,C,15,55,,,
SOC,Temp,THERMAL0_Instant,soc related temperature,tdev.diags_parse,10000,temperature --all,,,10,55,,,
SOC,Temp,THERMAL0_Max,soc related temperature,tdev.parse,10000,THERMAL0_Max,,C,10,55,,,
SOC,Temp,THERMAL0_Min,soc related temperature,tdev.parse,10000,THERMAL0_Min,,C,10,55,,,
SOC,Temp,THERMAL0_Average,soc related temperature,tdev.parse,10000,THERMAL0_Average,,C,10,55,,,
SOC,Temp,THERMAL0_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,THERMAL0,,,1,1,,,
SOC,Temp,THERMAL1_Instant,soc related temperature,tdev.parse,10000,THERMAL1_Instant,,C,10,55,,,
SOC,Temp,THERMAL1_Max,soc related temperature,tdev.parse,10000,THERMAL1_Max,,C,10,55,,,
SOC,Temp,THERMAL1_Min,soc related temperature,tdev.parse,10000,THERMAL1_Min,,C,10,55,,,
SOC,Temp,THERMAL1_Average,soc related temperature,tdev.parse,10000,THERMAL1_Average,,C,10,55,,,
SOC,Temp,THERMAL1_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,THERMAL1,,,1,1,,,
SOC,Temp,THERMAL3_Instant,soc related temperature,tdev.parse,10000,THERMAL3_Instant,,C,10,55,,,
SOC,Temp,THERMAL3_Max,soc related temperature,tdev.parse,10000,THERMAL3_Max,,C,10,55,,,
SOC,Temp,THERMAL3_Min,soc related temperature,tdev.parse,10000,THERMAL3_Min,,C,10,55,,,
SOC,Temp,THERMAL3_Average,soc related temperature,tdev.parse,10000,THERMAL3_Average,,C,10,55,,,
SOC,Temp,THERMAL3_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,THERMAL3,,,1,1,,,
SOC,Temp,THERMAL4_Instant,soc related temperature,tdev.parse,10000,THERMAL4_Instant,,C,10,55,,,
SOC,Temp,THERMAL4_Max,soc related temperature,tdev.parse,10000,THERMAL4_Max,,C,10,55,,,
SOC,Temp,THERMAL4_Min,soc related temperature,tdev.parse,10000,THERMAL4_Min,,C,10,55,,,
SOC,Temp,THERMAL4_Average,soc related temperature,tdev.parse,10000,THERMAL4_Average,,C,10,55,,,
SOC,Temp,THERMAL4_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,THERMAL4,,,1,1,,,
SOC,Temp,E_ACC_THERMAL0_Instant,soc related temperature,tdev.parse,10000,E_ACC_THERMAL0_Instant,,C,10,55,,,
SOC,Temp,E_ACC_THERMAL0_Max,soc related temperature,tdev.parse,10000,E_ACC_THERMAL0_Max,,C,10,55,,,
SOC,Temp,E_ACC_THERMAL0_Min,soc related temperature,tdev.parse,10000,E_ACC_THERMAL0_Min,,C,10,55,,,
SOC,Temp,E_ACC_THERMAL0_Average,soc related temperature,tdev.parse,10000,E_ACC_THERMAL0_Average,,C,10,55,,,
SOC,Temp,E_ACC_THERMAL0_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,E_ACC_THERMAL0,,,1,1,,,
SOC,Temp,P_ACC_THERMAL0_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL0_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL0_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL0_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL0_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL0_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL0_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL0_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL0_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL0,,,1,1,,,
SOC,Temp,P_ACC_THERMAL1_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL1_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL1_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL1_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL1_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL1_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL1_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL1_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL1_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL1,,,1,1,,,
SOC,Temp,P_ACC_THERMAL2_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL2_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL2_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL2_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL2_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL2_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL2_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL2_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL2_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL2,,,1,1,,,
SOC,Temp,P_ACC_THERMAL3_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL3_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL3_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL3_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL3_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL3_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL3_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL3_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL3_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL3,,,1,1,,,
SOC,Temp,P_ACC_THERMAL4_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL4_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL4_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL4_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL4_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL4_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL4_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL4_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL4_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL4,,,1,1,,,
SOC,Temp,P_ACC_THERMAL5_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL5_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL5_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL5_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL5_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL5_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL5_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL5_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL5_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL5,,,1,1,,,
SOC,Temp,P_ACC_THERMAL6_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL6_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL6_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL6_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL6_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL6_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL6_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL6_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL6_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL6,,,1,1,,,
SOC,Temp,P_ACC_THERMAL7_Instant,soc related temperature,tdev.parse,10000,P_ACC_THERMAL7_Instant,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL7_Max,soc related temperature,tdev.parse,10000,P_ACC_THERMAL7_Max,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL7_Min,soc related temperature,tdev.parse,10000,P_ACC_THERMAL7_Min,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL7_Average,soc related temperature,tdev.parse,10000,P_ACC_THERMAL7_Average,,C,10,55,,,
SOC,Temp,P_ACC_THERMAL7_Temp_CHK_5C,soc related temperature,tdev.tdev_test,10000,P_ACC_THERMAL7,,,1,1,,,
Charger,LV_CurrentTrim,ISET_BUCK_RANGE_EXTEND,,currenttrim.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1A00 1,1,,--PASS--NOPDCA--1,--PASS--NOPDCA--1,,,
Charger,LV_CurrentTrim,OVP_ISET_BUCK_G2000,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x1A05 1,NOPDCA,,--PASS--NOPDCA--0x34,--PASS--NOPDCA--0x34,,,

Charger,LV_CurrentTrim,PPVBUS_USB_To_VDM,PPVBUS_USB connected to VDM,relay.relay,10000,PPVBUS_USB_PWR,TO_PP_EXT,,,,,,
Charger,LV_CurrentTrim,Set_VBUS_to_5V,set vbus to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,LV_CurrentTrim,DELAY_100MS_1,delay 1000ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,LV_CurrentTrim,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,

Charger,LV_CurrentTrim,Set_VBAT_3.8V,set VBATT to 3.8V,powerboard.setbattvolt,10000,3.8,,,,,,,
Charger,LV_CurrentTrim,PPVBUS_FB_CONNECT_5V,PPVBUS feedback TP connected to fixture power board,powerboard.vbus_fb_connect,10000,5,,,,,,,
Charger,LV_CurrentTrim,DELAY_100MS_2,delay 100ms,delay.delay,10000,100,,ms,,,,,

Charger,LV_CurrentTrim,USB_ilimit_100mA@5V,set 5v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 5000,,,,,,,
Charger,LV_CurrentTrim,Delay_0.1s_100mA,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,Set_VBUS_TO_5V_100mA,set fixture power board output 5v VBUS,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,LV_CurrentTrim,ChecK_VBUS_100mA,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,LV_CurrentTrim,PD_Contract_Check_5V,Check VDM CC negotiation setting 5V,fixture.contract_info,10000,show tps register by addr(0x34),,mV,5000,5000,,,
Charger,LV_CurrentTrim,PPVBUS_PROT_100mA@5V,measure PPVBUS_PORT voltage,dmm.dmm,10000,PPVBUS_PROT,,mV,4800,5200,,,
Charger,LV_CurrentTrim,PPVBUS_FB_100mA@5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4800,5200,,,
Charger,LV_CurrentTrim,Set_GAIN_1000_100mA@5V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,1000,target_current,,,,,,
Charger,LV_CurrentTrim,Ilimit_100mA@5V,CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,LV_CurrentTrim,USB_CURRENT_100mA@5V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=100*mv=5000,mA,80,120,,,
Charger,LV_CurrentTrim,Set_GAIN_100_100mA@5V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,100,target_current,,,,,,
Charger,LV_CurrentTrim,USB_ilimit_500mA@5V,set 5v usb current limit 500mA,dut.diags,10000,charge --setma 500 --setmv 5000,,,,,,,
Charger,LV_CurrentTrim,Delay_0.1s_500mA,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,Set_VBUS_TO_5V_500mA,set fixture power board output 5v VBUS,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,LV_CurrentTrim,ChecK_VBUS_500mA,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,LV_CurrentTrim,PPVBUS_PROT500mA@5V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_PROT,,mV,4800,5200,,,
Charger,LV_CurrentTrim,PPVBUS_FB_500mA@5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4800,5200,,,
Charger,LV_CurrentTrim,Ilimit_500mA@5V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,LV_CurrentTrim,USB_CURRENT_500mA@5V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=500*mv=5000,mA,450,550,,,



Charger,LV_CurrentTrim,PPVCC_MAIN_SNS_500mA@5V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,LV_CurrentTrim,BATT_CURRENT_500mA@5V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,


Charger,LV_CurrentTrim,ibuck_ph0_500mA@5V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,LV_CurrentTrim,ibuck_ph1_500mA@5V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,LV_CurrentTrim,vsys_lo_500mA@5V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,LV_CurrentTrim,Charger_efficiency_500mA@5V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,




Charger,LV_CurrentTrim,USB_ilimit_1000mA@5V,set 5v usb current limit 1000mA,dut.diags,10000,charge --setma 1000 --setmv 5000,,,,,,,
Charger,LV_CurrentTrim,Delay_0.1s_1000mA,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,Set_VBUS_TO_5V_1000mA,set fixture power board output 5v VBUS,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,LV_CurrentTrim,ChecK_VBUS_1000mA,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,LV_CurrentTrim,PPVBUS_PROT_1000mA@5V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_PROT,,mV,4800,5200,,,
Charger,LV_CurrentTrim,PPVBUS_FB_1000mA@5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4800,5200,,,
Charger,LV_CurrentTrim,Ilimit_1000mA@5V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,,,,,
Charger,LV_CurrentTrim,USB_CURRENT_1000mA@5V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=1000*mv=5000,mA,930,1070,,,


Charger,LV_CurrentTrim,PPVCC_MAIN_SNS_1000mA@5V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,LV_CurrentTrim,BATT_CURRENT_1000mA@5V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,

Charger,LV_CurrentTrim,ibuck_ph0_1000mA@5V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,LV_CurrentTrim,ibuck_ph1_1000mA@5V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,LV_CurrentTrim,vsys_lo_1000mA@5V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,LV_CurrentTrim,Charger_efficiency_1000mA@5V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,



Charger,LV_CurrentTrim,Set_GAIN_10_2100mA@5V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,10,target_current,,,,,,
Charger,LV_CurrentTrim,USB_ilimit_2100mA@5V,set 5v usb current limit 2100mA,dut.diags,10000,charge --setma 2100 --setmv 5000,,,,,,,
Charger,LV_CurrentTrim,Delay_0.1s_2100mA,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,Set_VBUS_TO_5V_2100mA,set fixture power board output 5v VBUS,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,LV_CurrentTrim,ChecK_VBUS_2100mA,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,LV_CurrentTrim,PPVBUS_PROT_2100mA@5V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_PROT,,mV,4700,5200,,,
Charger,LV_CurrentTrim,PPVBUS_FB_2100mA@5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4800,5200,,,
Charger,LV_CurrentTrim,Ilimit_2100mA@5V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,,,,,
Charger,LV_CurrentTrim,USB_CURRENT_2100mA@5V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=2100*mv=5000,mA,1950,2300,,,


Charger,LV_CurrentTrim,PPVCC_MAIN_SNS_2100mA@5V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,LV_CurrentTrim,BATT_CURRENT_2100mA@5V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,

Charger,LV_CurrentTrim,ibuck_ph0_2100mA@5V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,LV_CurrentTrim,ibuck_ph1_2100mA@5V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,LV_CurrentTrim,vsys_lo_2100mA@5V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,LV_CurrentTrim,Charger_efficiency_2100mA@5V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,






Charger,LV_CurrentTrim,USB_ilimit_2400mA@5V,set 5v usb current limit 2400mA,dut.diags,10000,charge --setma 2400 --setmv 5000,,,,,,,
Charger,LV_CurrentTrim,Delay_0.1s_2400mA,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,Set_VBUS_TO_5V_2400mA,set fixture power board output 5v VBUS,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,LV_CurrentTrim,ChecK_VBUS_2400mA,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,LV_CurrentTrim,PPVBUS_PROT_2400mA@5V,measure PPVBUS_PORT voltage,dmm.dmm,10000,PPVBUS_PROT,,mV,4700,5200,,,
Charger,LV_CurrentTrim,PPVBUS_FB_2400mA@5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4800,5200,,,
Charger,LV_CurrentTrim,Ilimit_2400mA@5V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,,,,,
Charger,LV_CurrentTrim,USB_CURRENT_2400mA@5V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=2400*mv=5000,mA,2220,2570,,,
Charger,LV_CurrentTrim,USB_ilimit_3000mA@5V,set 5v usb current limit 3000mA,dut.diags,10000,charge --setma 3000 --setmv 5000,,,,,,,
Charger,LV_CurrentTrim,Delay_0.1s_3000mA,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,LV_CurrentTrim,Set_VBUS_TO_5V_3000mA,set fixture power board output 5v VBUS,powerboard.setusbmainvolt,10000,5,,,,,,,
